ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	DeepBillboard: systematic physical-world testing of autonomous driving systems.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Misbehaviour prediction for autonomous driving systems.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	A comprehensive study of autonomous vehicle bugs.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Importance-driven deep learning system testing.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	ReluDiff: differential verification of deep neural networks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Dissector: input validation for deep learning applications by crossing-layer dissection.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Towards characterizing adversarial defects of deep learning software from the lens of uncertainty.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	TRADER: trace divergence analysis and embedding regulation for debugging recurrent neural networks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Taxonomy of real faults in deep learning systems.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Testing DNN image classifiers for confusion & bias errors.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Repairing deep neural networks: fix patterns and challenges.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	Fuzz testing based data augmentation to improve robustness of deep neural networks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Seoul, South Korea, 27 June - 19 July, 2020.	An empirical study on program failures of deep learning jobs.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	FeatureNET: diversity-driven generation of deep learning models.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	EvalDNN: a toolbox for evaluating deep neural network models.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Uncertainty-guided testing and robustness enhancement for deep learning systems.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Does fixing bug increase robustness in deep learning?
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Towards better technical debt detection with NLP and machine learning methods.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Testing DNN image classifiers for confusion & bias errors.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Improving automated program repair using two-layer tree-based neural networks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Importance-driven deep learning system testing.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Companion Volume, Seoul, South Korea, 27 June - 19 July, 2020.	Real-world ethics for self-driving cars.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Selective Symbolic Type-Guided Checkpointing and Restoration for Autonomous Vehicle Repair.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Learning to Fix Build Errors with Graph2Diff Neural Networks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Deep Learning for Software Defect Prediction: A Survey.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Refactoring of Neural Network Models for Hyperparameter Optimization in Serverless Cloud.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Metamorphic Fuzz Testing of Autonomous Vehicles.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	A Testing Tool for Machine Learning Applications.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Insights on Training Neural Networks for QUBO Tasks.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	The Holy Grail of Quantum Artificial Intelligence: Major Challenges in Accelerating the Machine Learning Pipeline.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Improving Code Recommendations by Combining Neural and Classical Machine Learning Approaches.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	Oracle Issues in Machine Learning and Where to Find Them.
ICSE	2020	ACM	ICSE '20: 42nd International Conference on Software Engineering, Workshops, Seoul, Republic of Korea, 27 June - 19 July, 2020.	SINVAD: Search-based Image Space Navigation for DNN Image Classifier Test Input Generation.
ICSE	2020	ACM	ICSE-NIER 2020: 42nd International Conference on Software Engineering, New Ideas and Emerging Results, Seoul, South Korea, 27 June - 19 July, 2020.	Manifold for machine learning assurance.
ICSE	2020	ACM	ICSE-SEIS '20: Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering in Society, Seoul, South Korea, 27 June - 19 July, 2020.	Deep learning for smart sewer systems: assessing nonfunctional requirements.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	FastLane: test minimization for rapidly deployed large-scale online services.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	CRADLE: cross-backend validation to detect and localize bugs in deep learning libraries.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Guiding deep learning system testing using surprise adequacy.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	DeepPerf: performance prediction for configurable software with deep sparse neural network.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Adversarial sample detection for deep neural network through model mutation testing.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Software engineering for automated vehicles: addressing the needs of cars that run on software and data.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	AsFault: testing self-driving car software using search-based procedural content generation.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	DeepConcolic: testing and debugging deep neural networks.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Optimizing seed inputs in fuzzing with machine learning.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Symbolic execution for attribution and attack synthesis in neural networks.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Automatically reconstructing car crashes from police reports for testing self-driving cars.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings, ICSE 2019, Montreal, QC, Canada, May 25-31, 2019.	Structural test coverage criteria for deep neural networks.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results, ICSE (NIER) 2019, Montreal, QC, Canada, May 29-31, 2019.	Leveraging small software engineering data sets with pre-trained neural networks.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results, ICSE (NIER) 2019, Montreal, QC, Canada, May 29-31, 2019.	Towards improved testing for deep learning.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results, ICSE (NIER) 2019, Montreal, QC, Canada, May 29-31, 2019.	Structural coverage criteria for neural networks could be misleading.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results, ICSE (NIER) 2019, Montreal, QC, Canada, May 29-31, 2019.	Robustness of neural networks: a probabilistic and practical approach.
ICSE	2019	IEEE / ACM	Proceedings of the 41st International Conference on Software Engineering: Software Engineering in Practice, ICSE (SEIP) 2019, Montreal, QC, Canada, May 25-31, 2019.	Software engineering for machine learning: a case study.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	DeepTest: automated testing of deep-neural-network-driven autonomous cars.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	Testing vision-based control systems using learnable evolutionary algorithms.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	A novel shared memory framework for distributed deep learning in high-performance computing architecture.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	Machine learning based code smell detection through WekaNose.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	Semantically enhanced tag recommendation for software CQAs via deep learning.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	Machine learning for software engineering: models, methods, and applications.
ICSE	2018	ACM	Proceedings of the 40th International Conference on Software Engineering: New Ideas and Emerging Results, ICSE (NIER) 2018, Gothenburg, Sweden, May 27 - June 03, 2018.	Deep learning UI design patterns of mobile apps.
ICSE	2017	IEEE / ACM	Proceedings of the 39th International Conference on Software Engineering, ICSE 2017, Buenos Aires, Argentina, May 20-28, 2017.	Machine learning-based detection of open source license exceptions.
ICSE	2017	IEEE Computer Society	Proceedings of the 39th International Conference on Software Engineering, ICSE 2017, Buenos Aires, Argentina, May 20-28, 2017 - Companion Volume.	A machine learning approach for determining the validity of traceability links.
ICSE	2017	IEEE Computer Society	Proceedings of the 39th International Conference on Software Engineering, ICSE 2017, Buenos Aires, Argentina, May 20-28, 2017 - Companion Volume.	Automatic categorization with deep neural network for open-source Java projects.
